name,ingredients,preparation
CHUPE SERRANO ,"4 cucharadas de aceite,1 cebolla mediana picada,2 dientes de ajo chancados,2 cucharadas de,2 tomates pelados y picados,1 cubito de caldo concentrado de pollo,7 tazas de agua,½ k de zapallo en trozos pequeños,1½ taza de,1 taza de zanahoria picada,2 ramas de hierbabuena o menta,1 cucharadita de orégano,1/2 taza de arroz,½ taza de arvejas peladas,½ k de papas peladas y picadas,1½ taza de habas peladas,2,¾ taza de leche evaporada,3 huevos ligeramente batidos,150 g de queso fresco cortado en dados,Sal,Pimienta"," Hacer un aderezo con el aceite, cebolla, ajo, ají panca, tomate, sal y pimienta.
Agregar el agua, cubito de caldo de pollo, zapallo, olluco, zanahoria, hierbabuena y orégano. Hervir por 20 minutos, tapado y a fuego lento.
Agregar arroz, arvejitas, papa, habas. Hervir por 10 minutos, tapado y a fuego lento.
Añadir el choclo y hervir por otros 10 minutos.
Al final añadir la leche, los huevos al hilo lentamente y el queso fresco.
Servir.
8 personas
 "
CHUPE PICADO ,"1 ½ litros (6 tazas) de agua,1 taza de carne picada o molida,1 cubito de carne,1/3 de taza de cebolla picada,1/3 de taza de tomate pelado, sin pepas y picado,½ taza de habas, peladas y partidas por mitad,¾ de taza de choclo tierno, desgranado,1 cucharada de ají panca, molido,3 tazas de papa blanca, peladas y cortadas en cuadritos,Comino,Orégano,Sal,Pimienta,Perejil, picado,2 cabezas de cebollita china, picada"," Colocar en una olla grande: el agua, carne molida o picada, cubito de carne, cebolla picada, tomate, habas, choclo, ají, papa blanca, comino, orégano, sal y pimienta.
Llevar a hervir y con una cuchara sacar la espuma que se forma en la superficie. Tapar la olla y cocinar a fuego lento durante 15 minutos o hasta que todos los ingredientes estén cocidos.
Rectificar la sazón y servir espolvoreando con perejil y cebollita china.
Receta de la Sra. Teresa Ocampo

6 personas

"
CHUPE DE TRIGO ,"1 k (2 lb 4 oz) de carne de res (pecho o cadera),½ poro,3 ramas de apio,1 taza de habas,2 zanahorias, peladas y cortadas a la juliana,Hierbabuena,3 cucharadas de aceite,1 cebolla, finamente picada,Sal,1 trozo de cecina (opcional),½ nabo en trozos,1 k (2 lb 4 oz) de papas, peladas,1 taza de col, picada,Orégano,2 cucharadas de,1 cucharada de ajos molidos,¼ k de trigo, tostado y molido"," Colocar la carne en una olla junto con la cecina, el poro, nabo y apio. Cubrir con agua y llevar a hervir. Cocinar hasta que la carne esté tierna.
Calentar el aceite en una olla y agregar la cebolla, ají y ajo. Remover hasta que estén tiernos. Agregar el caldo de la carne y llevar a hervir. Añadir la col, habas, zanahorias y papas.
Tostar el trigo y molerlo. Disolver el trigo molido en un poco de agua y agregarlo al caldo, moviendo constantemente, para evitar que se formen grumos. Dejar que hierva 10 minutos aproximadamente. Rectificar la sazón y antes de servir agregar la hierbabuena y el orégano.
Receta Arequipeña 
4 personas
 "
CHUPE DE VIERNES,"2 cucharadas de aceite,1 cebolla, picada,2 dientes de ajo, triturados,2 cucharadas de ají colorado, molido,1 ramita de huacatay,2 litros de agua o caldo de pescado (opcional: se puede agregar caldo de choros),3 papas medianas, peladas y cortadas por mitad,2 zanahorias, picadas en cubitos,1 choclo desgranado,3 a 4 trozos de zapallo,½ taza de habas, peladas,150 g (5 ½ oz) de arvejas,1 taza de repollo, picado,1 taza de arroz blanco, ligeramente frito,1 rocoto (opcional),½ taza de leche evaporada,6 huevos (un huevo por porción),½ k (1 lb 2 oz) de corvina o similar (opcional),250 g (9 oz) de mariscos opcional (camarón, machas etc.),Queso fresco rallado, al gusto"," Freír en aceite la cebolla picada, los ajos, el ají colorado y el huacatay y cocinar moviendo hasta que estén bien mezclados. Agregar el caldo de pescado y caldo de choros, si se desea. Llevar a hervir y agregar las papas, las zanahorias, choclo, los trozos de zapallo, las
habas, las arvejas, el repollo y el arroz blanco. Llevar a hervir y agregar, si se desea, 1 rocoto entero, cuidando que no se reviente porque la sopa quedaría muy picante. 
Cuando las papas estén cocidas, agregar la leche evaporada y rectificar la sazón. 
Escalfar los huevos uno por cada ración.
Servir el chupe con trozos de pescado y mariscos si se desea.
Esparcir encima con queso fresco rallado.

6 personas
 "
CHUPE DE PALLARES VERDES ,"1 k (2 lb) pallares verdes,4 l de agua,600 g (1 lb 5 oz) osobuco,2 k (4 lb) hueso manzano,½ taza de aceite vegetal,1 taza de apio en trozos,1 taza de poro en trozos,2 cebollas grandes picadas,2 zanahorias picadas,3 ramas de orégano fresco,4 ramas de perejil picado,3 hojas de laurel,1 cucharada de pimienta negra entera,1 cucharada de pimienta de chapa,½ cucharada de pimienta molida,2 cucharadas de orégano seco,300 g (10 ½ oz) de queso fresco picado en dados pequeños,3 cucharadas de vinagre blanco,Sal,¾ k (1 lb 10 oz) lomo de res picado en cuadritos,Arroz blanco ya cocido"," En una olla colocar el agua, huesos, osobuco, laurel, apio, poro y orégano fresco. Hervir a fuego moderado por 1 ½ hora. Colar. Reservar caldo.
En una sartén calentar aceite y cocinar la cebolla hasta transparente. Agregar las 3 pimientas, orégano seco, pallares verdes y 3 cucharadas de caldo: Hervir por 5 minutos. Agregar el resto del caldo, zanahoria picada y hervir por 1 ½ horas a fuego lento en olla tapada. Quince minutos antes de servir rectificar la sazón e incorporar el queso fresco y vinagre blanco.
Dorar en una sartén con aceite, el lomo picado. Servir colocando en cada plato una cucharada de carne y una cucharada de arroz blanco. Adornar con perejil picado.
 "
CHUPE DE OLLUCOS ,"3 cucharadas de aceite,1 cebolla mediana, finamente picada,1 diente de ajo, molido,1 cucharada de ají panca molido,6 tazas de agua,1 cubito de concentrado de carne,1 taza de habas peladas,2 huevos,¾ de taza de leche,125 g (4 ½ oz) de queso fresco, desmenuzado o finamente picado,1 cucharada de culantro, picado,1 cucharada de perejil, picado,Orégano,Sal,Pimienta,1/2 k (1 lb 2 oz) de ollucos, cortados a la juliana,4 papas chicas, peladas y en trozos"," Calentar el aceite en una olla y freir la cebolla con los ajos, el orégano y el ají hasta que esté cocido. Incorporar el agua, sal, el cubito concentrado y llevar a hervir.
Añadir los ollucos, las papas y las habas. Tapar la olla y dejar que todo se cocine a fuego lento hasta que esté cocido. Agregar el queso y los huevos, previamente mezclados. Mezclar bien.
Apagar el fuego y agregar la leche, el culantro y el perejil. Sazonar al gusto.

6 – 8 personas 
"
CHUPE DE HABAS,"3 cucharadas de aceite,½ taza de cebolla picada,½ cucharadita de ajos molidos,1 cucharada de pasta de tomate,Orégano,Ají molido, al gusto,Sal,Pimienta,6 tazas de agua,½ k de habas frescas, cortadas por la mitad a lo largo,3 papas blancas, peladas y picadas,2 huevos,½ taza de queso fresco, picado,¾ de taza de leche evaporada,Perejil,Culantro picado"," Calentar aceite en una olla y freír la cebolla con los ajos, pasta de tomate, orégano, ají, sal y pimienta hasta que esté cocido. Añadir el agua y llevar a hervir. Agregar las habas y las papas picadas y cocinar a fuego lento hasta que estén cocidas.
Mezclar los huevos con el queso y agregar a la olla. Agregar la leche con el perejil y culantro picado. Mezclar bien y rectificar la sazón.
4 – 6 personas
 "
CHUPE DE CAMARONES YANUQ,"2 ½ k camarones grandes,¾ taza de aceite,2 cebollas grandes o tres medianas, picadas,5 tomates pelados, sin semillas, picados,2 cucharadas de ketchup,6 cucharadas de pasta de,1 k habas frescas,1 k arvejas,14 papas pequeñas,3,1 ½ taza de arroz,200 g queso fresco,1 taza de leche evaporada,12 huevos,2 cucharaditas de ajo triturado,½ cucharadita comino,1 cucharada de orégano,Sal,Pimienta,4,½ taza de aceite,1 cebolla mediana picada gruesa,100 g queso fresco,Sal"," Limpiar los camarones. Reservar los corales. Separar las colas limpias, las cabezas y las cáscaras. Aparte reservar un camarón entero por persona para la decoración.
Hervir 6 1/2 litros (26 tazas) de agua con sal. Cuando rompa el hervor echar las cabezas y cáscaras de los camarones, cocinar a fuego moderado, en olla tapada por 45 minutos. Enfriar. Licuar y colar. Reservar el líquido.
En una olla de regular tamaño freir en aceite la cebolla, tomate, ajo. Agregar el ketchup, pasta de ají panca, sal, pimienta, comino y corales de los camarones. Freir a fuego moderado por 10 minutos aproximadamente.
Agregar caldo de camarones. Hervir 15 minutos. Reservar.
Aparte cocinar las papas peladas con sal al vapor para que no se deshagan.
Incorporar en el caldo hirviendo, el arroz, habas, arvejas, choclo y cebolla, y hervir en olla tapada a fuego moderado por 25 minutos.
Aparte, en una sartén, echar dos tazas del chupe y en ese líquido escalfar los huevos.
Cuando el arroz y todos los ingredientes estén cocidos, se agregan las colas de camarones, los camarones enteros, leche y orégano. Esperar hasta que los camarones tomen color rosado y servir al momento.
Se sirve colocando en el plato el queso fresco en cuadritos y una papa. Servir encima la sopa, luego el huevo y el camarón entero.Salsa de RocotoCortar los rocotos eliminando pepas y venas. Lavar bien con guantes frotando el interior uno contra otro. Remojar en agua por 8 horas, cambiando agua cada hora. 
Luego hacer hervir 3 veces cambiando el agua cada vez para eliminar el picante intenso.
Licuar los rocotos con aceite, cebolla, queso fresco y sal.
Servir en salsera.

12 personas
 "
CHUPE DE CAMARONES DE DON CUCHO,"2 k (4 lb 8 oz) de camarones,3 cucharadas de mantequilla,3 tazas de caldo de palabritas,7 cucharadas de aceite vegetal,200 g (7 oz) de cebolla picadita,7 dientes de ajo, recién pelados,2 cucharadas de sal,3 cucharadas de ají panca molido,3 cucharadas de orégano seco, restregado,Chicha de Jora, sin dulce,1 k (2 lb 4 oz) de tomates picados sin piel ni pepas,½ taza de arroz crudo,1 taza de arvejitas crudas,1 choclo serrano crudo cortado en rodajas,1 taza de habas crudas,4 papas amarillas, pequeñas y peladas,2 tazas de crema de leche,1 rama de huacatay,8 hojas de hierbabuena,300 g (10 ½ oz) de queso fresco de cabra,1 ají mirasol tostado sin pepas ni venas,1 rodaja de rocoto sin pepas"," Limpiar los camarones retirándoles el caparazón y el coral (que es de color mostaza); reservar ambos. Saltear los caparazones durante 3 minutos en la mantequilla y luego incorporar el coral y 3 tazas de caldo de palabritas. Cuando hierva, licuar y colar el extracto. Reservar.
Para que la receta sea perfecta es preferible tener una olla de barro de Mala de 25 cm. de altura y 30 cm de base. La olla debe estar curada*
Cuando la olla esté caliente verter el aceite vegetal e incorporar la cebolla y los ajos. Dejar guisar hasta que se forme una especie de puré. Agregar la sal, el ají panca y el orégano seco restregado. Cocinar a fuego lento por 3 minutos. Para evitar que se queme, adicionar poco a poco, las veces que sea necesario, chorritos de chicha de jora natural, es decir, sin dulce. Agregar el tomate picado y cocinar por 10 minutos antes de añadir el extracto de camarones. Hervir durante 5 minutos. Añadir 2 litros del caldo de palabritas caliente, (que se obtiene hirviendo 2 kilos (4 lb 8 oz) de este marisco con 2 ½ litros de agua fresca), durante 30 minutos.

En seguida, aumentar el arroz crudo, las arvejitas, el choclo y las habas. Hervir durante 20 minutos antes de incluir las papas, 1 taza de la crema de leche, el huacatay y las hojas de hierbabuena.

Cocinar hasta que las papas estén tiernas. Apagar el fuego e incluir el resto de la crema de leche (1 taza), el queso fresco, el ají mirasol, el rocoto y por último los camarones que sólo necesitan 1 minuto para cocinarse.

Recuerde que debe rectificar la sazón antes de servir. Colocar la olla en el centro de la mesa y servir en platos hondos y grandes. Acompañar con rocoto picadito, huacatay y hierbabuena. Es preferible no acompañar con huevo.

*Para curar la olla se requiere ½ taza de aceite de oliva extra virgen y 1 cucharada de sal. Lavar y secar la olla. Humedecer un trozo de algodón con aceite de oliva y frotar la olla tanto el interior como el exterior. Dejar secar y llevar al fuego suave durante 30 minutos. Dejar enfriar y repetir la operación una vez más. No usar hasta el día siguiente.

Colaboración de Don Cucho La Rosa

4 personas
"
CHUPE DE CAMARONES AL ESTILO PUNTA SAL,"140 g de camarones, separando las cabezas,Mantequilla (para freír las cabezas y colas de los camarones),½ zanahoria picada (para el caldo de camarones),1 cebolla, pelada y partida por mitad (para el caldo de camarones),2 dientes de ajo, (para el caldo de camarones),1 tomate (para el caldo de camarones),3 cucharadas de cebolla, picada,2 dientes de ajo, picados,1 ½ tomates, cortado en trozos pequeños,1 ramita de huacatay,1 cucharadita de ají panca,1 cucharada de arroz,1 papa amarilla mediana, pelada,2 cucharada de habas,1 cucharada de arvejitas,¼ de taza de zapallo,1 huevo,1 cucharadita de orégano,¼ de taza de leche,Queso fresco o parmesano,Sal,Pimienta"," Freír las cabezas del camarón en mantequilla y luego hervirlas en agua con ½ zanahoria picada, 1 cebolla partida en dos, 2 dientes de ajo y 1 tomate.
En una olla echar un poco de manteca y freír el resto de los camarones por 1 minuto. Sacarlos y reservarlos para agregarlos a la mitad de la cocción del chupe.
En la misma olla hacer un ahogado con la cebolla, el ajo, los tomates, el huacatay y el ají panca. Enseguida agregar 2 tazas de caldo del camarón y llevar a hervir. Agregar el arroz, la papa amarilla, las habas, las arvejitas, el zapallo y dejar que hierva aproximadamente 10 minutos. Al final agregar los camarones, el huevo, orégano, leche y por último el queso.
Receta del Restaurant Punta Sal
"
CHUPE DE CAMARONES,"1 kilo de camarones limpios,1/2 taza aceite,1 taza de cebolla picada,4 dientes de ajos picados,1 tomate picado sin piel ni pepas,2 litros caldo de pescado,1/2 taza de arroz,1/2 kilo de papa blanca pelada y cortada por la mitad,1 choclo en rodajas,1 taza habas verdes,1 taza repollo en trozos,1 taza de zapallo en cubos de 2 cm,1/2 taza huacatay picado,5 huevos,1 taza de leche evaporada,1/2 kilo de queso fresco desmenuzado,Sal y pimienta al gusto"," Dore a fuego alto en una olla con aceite caliente la cebolla, el ajo, el tomate y sazone con sal y pimienta. Vierta el caldo y deje hervir.

Incorpore el arroz y cocine cinco minutos. Eche inmediatamente la papa, el choclo y cocine durante cinco minutos más. Agregue las habas, el repollo, el zapallo, el huacatay y rectifique la sazón. Bata un huevo y adicione lentamente a la preparación anterior. Añada los cuatro huevos restantes y deje hervir durante dos minutos. Eche los camarones enteros, de un hervor, vierte la leche, incorpore el queso y rectifique la sazón. Sirva caliente.

Receta del Sr. Alfonso Llerena Apaza. (Lima - AFP Horizonte).
Mención Honrosa en el concurso organizado por la Asociación de AFP, Perú.

Porciones: 4 personas
 "
CHUPE DE CALABAZA,"1 cebolla pequeña, picada,2 dientes de ajo, finamente picados,1 ají amarillo fresco, sin semillas y venas, finamente picado,Agua, la cantidad necesaria,1 k (2 lb 4 oz) de calabaza verde, pelada, sin pepas y picada,500 g (1 lb 2 oz) de papas, peladas y picadas,½ taza de habas frescas,1 huevo, ligeramente batido,50 g (1¼ oz) de queso fresco, cortado en cuadritos,1 rama de paico,Sal,Pimienta,1 – 2 cucharadas de aceite"," Calentar el aceite y agregar la cebolla, el ají y los ajos y cocinar hasta que la cebolla esté tierna. Agregar la calabaza picada, cubrir con agua y agregar el paico. Llevar a hervir y cuando la calabaza esté a media cocción agregar la papa picada y las habas. Dejar hervir hasta que todo esté cocido. Si fuese necesario agregar más agua. Retirar la rama de paico.

Antes de servir, calentar, agregar el huevo moviendo rápidamente y luego el queso picado. Sazonar con sal y pimienta.


Prepare estas deliciosas sopas:
Crema de brócoli
Crema de alcachofa
Crema de zucchini

4 – 6 personas
"
